武器类别	战斗站立	普通站立1	普通站立2	战斗行走	普通行走	战斗跑步	普通跑步	受伤	死亡	攻击1	攻击2	魔法	打坐	跳跃
boss050	boss050_st.spr	boss050_st.spr	boss050_st.spr	boss050_wlk.spr	boss050_wlk.spr	boss050_wlk.spr	boss050_wlk.spr	boss050_bat.spr	boss050_die.spr	boss050_at.spr	boss050_at.spr	boss050_at.spr	boss050_st.spr	boss050_wlk.spr
boss051	boss051_st.spr	boss051_st.spr	boss051_st.spr	boss051_wlk.spr	boss051_wlk.spr	boss051_wlk.spr	boss051_wlk.spr	boss051_bat.spr	boss051_die.spr	boss051_at.spr	boss051_at.spr	boss051_at.spr	boss051_st.spr	boss051_wlk.spr
boss052	boss052_st.spr	boss052_st.spr	boss052_st.spr	boss052_wlk.spr	boss052_wlk.spr	boss052_wlk.spr	boss052_wlk.spr	boss052_bat.spr	boss052_die.spr	boss052_at.spr	boss052_at.spr	boss052_at.spr	boss052_st.spr	boss052_wlk.spr
boss053	boss053_st.spr	boss053_st.spr	boss053_st.spr	boss053_wlk.spr	boss053_wlk.spr	boss053_wlk.spr	boss053_wlk.spr	boss053_bat.spr	boss053_die.spr	boss053_at.spr	boss053_at.spr	boss053_at.spr	boss053_st.spr	boss053_wlk.spr
boss054	boss054_st.spr	boss054_st.spr	boss054_st.spr	boss054_wlk.spr	boss054_wlk.spr	boss054_wlk.spr	boss054_wlk.spr	boss054_bat.spr	boss054_die.spr	boss054_at.spr	boss054_at.spr	boss054_at.spr	boss054_st.spr	boss054_wlk.spr
boss055	boss055_st.spr	boss055_st.spr	boss055_st.spr	boss055_wlk.spr	boss055_wlk.spr	boss055_wlk.spr	boss055_wlk.spr	boss055_bat.spr	boss055_die.spr	boss055_at.spr	boss055_at.spr	boss055_at.spr	boss055_st.spr	boss055_wlk.spr
building36	totempole_four.spr	totempole_four.spr	totempole_four.spr											
building37	totempole_five.spr	totempole_five.spr	totempole_five.spr											
item001	obj_lection.spr	obj_lection.spr	obj_lection.spr											
boss056	boss056_st01.spr	boss056_st01.spr	boss056_st02.spr	boss056_wlk.spr	boss056_wlk.spr	boss056_wlk.spr	boss056_wlk.spr	boss056_bat.spr	boss056_die.spr	boss056_at01.spr	boss056_at02.spr	boss056_at02.spr	boss056_st01.spr	boss056_wlk.spr
boss057	boss057_st01.spr	boss057_st01.spr	boss057_st02.spr	boss057_wlk.spr	boss057_wlk.spr	boss057_wlk.spr	boss057_wlk.spr	boss057_bat.spr	boss057_die.spr	boss057_at01.spr	boss057_at02.spr	boss057_at02.spr	boss057_st01.spr	boss057_wlk.spr
item002	lantern_1.spr	lantern_1.spr	lantern_1.spr											
item003	lantern_2.spr	lantern_2.spr	lantern_2.spr											
item004	lantern_3.spr	lantern_3.spr	lantern_3.spr											
item005	lantern_4.spr	lantern_4.spr	lantern_4.spr											
item006	lantern_5.spr	lantern_5.spr	lantern_5.spr											
item007	lantern_6.spr	lantern_6.spr	lantern_6.spr											
boss058	boss058_st01.spr	boss058_st01.spr	boss058_st01.spr	boss058_wlk.spr	boss058_wlk.spr	boss058_wlk.spr	boss058_wlk.spr	boss058_bat.spr	boss058_die.spr	boss058_at.spr	boss058_at.spr	boss058_at.spr	boss058_st01.spr	boss058_wlk.spr
boss059	boss059_st01.spr	boss059_st01.spr	boss059_st01.spr	boss059_wlk.spr	boss059_wlk.spr	boss059_wlk.spr	boss059_wlk.spr	boss059_bat.spr	boss059_die.spr	boss059_at.spr	boss059_at.spr	boss059_at.spr	boss059_st01.spr	boss059_wlk.spr
boss060	boss060_st01.spr	boss060_st01.spr	boss060_st01.spr	boss060_wlk.spr	boss060_wlk.spr	boss060_wlk.spr	boss060_wlk.spr	boss060_bat.spr	boss060_die.spr	boss060_at.spr	boss060_at.spr	boss060_at.spr	boss060_st01.spr	boss060_wlk.spr
boss061	boss061_st01.spr	boss061_st01.spr	boss061_st01.spr	boss061_wlk.spr	boss061_wlk.spr	boss061_wlk.spr	boss061_wlk.spr	boss061_bat.spr	boss061_die.spr	boss061_at.spr	boss061_at.spr	boss061_at.spr	boss061_st01.spr	boss061_wlk.spr
boss062	boss062_st01.spr	boss062_st01.spr	boss062_st01.spr	boss062_wlk.spr	boss062_wlk.spr	boss062_wlk.spr	boss062_wlk.spr	boss062_bat.spr	boss062_die.spr	boss062_at.spr	boss062_at.spr	boss062_at.spr	boss062_st01.spr	boss062_wlk.spr
boss063	boss063_st01.spr	boss063_st01.spr	boss063_st01.spr	boss063_wlk.spr	boss063_wlk.spr	boss063_wlk.spr	boss063_wlk.spr	boss063_bat.spr	boss063_die.spr	boss063_at.spr	boss063_at.spr	boss063_at.spr	boss063_st01.spr	boss063_wlk.spr
boss064	boss064_st01.spr	boss064_st01.spr	boss064_st01.spr	boss064_wlk.spr	boss064_wlk.spr	boss064_wlk.spr	boss064_wlk.spr	boss064_bat.spr	boss064_die.spr	boss064_at.spr	boss064_at.spr	boss064_at.spr	boss064_st01.spr	boss064_wlk.spr
boss065	boss065_st01.spr	boss065_st01.spr	boss065_st01.spr	boss065_wlk.spr	boss065_wlk.spr	boss065_wlk.spr	boss065_wlk.spr	boss065_bat.spr	boss065_die.spr	boss065_at.spr	boss065_at.spr	boss065_at.spr	boss065_st01.spr	boss065_wlk.spr
boss066	boss066_st01.spr	boss066_st01.spr	boss066_st01.spr	boss066_wlk.spr	boss066_wlk.spr	boss066_wlk.spr	boss066_wlk.spr	boss066_bat.spr	boss066_die.spr	boss066_at.spr	boss066_at.spr	boss066_at.spr	boss066_st01.spr	boss066_wlk.spr
boss067	boss067_st01.spr	boss067_st01.spr	boss067_st01.spr	boss067_wlk.spr	boss067_wlk.spr	boss067_wlk.spr	boss067_wlk.spr	boss067_bat.spr	boss067_die.spr	boss067_at.spr	boss067_at.spr	boss067_at.spr	boss067_st01.spr	boss067_wlk.spr
passerby216	passerby216.spr	passerby216.spr	passerby216.spr											
passerby217	obj_lection02.spr	obj_lection02.spr	obj_lection02.spr											
boss068	boss068_st01.spr	boss068_st01.spr	boss068_st01.spr	boss068_wlk.spr	boss068_wlk.spr	boss068_wlk.spr	boss068_wlk.spr	boss068_bat.spr	boss068_die.spr	boss068_at01.spr	boss068_at02.spr	boss068_at01.spr	boss068_st01.spr	boss068_wlk.spr
passerby218	christmasbox.spr	christmasbox.spr	christmasbox.spr											
passerby219	jixiangbaobao_st01.spr	jixiangbaobao_st01.spr	jixiangbaobao_st02.spr	jixiangbaobao_wlk.spr	jixiangbaobao_wlk.spr	jixiangbaobao_wlk.spr	jixiangbaobao_wlk.spr	jixiangbaobao_bat.spr	jixiangbaobao_die.spr	jixiangbaobao_at01.spr	jixiangbaobao_at02.spr	jixiangbaobao_at01.spr	jixiangbaobao_st01.spr	jixiangbaobao_wlk.spr
passerby220	ruyibaobao_st01.spr	ruyibaobao_st01.spr	ruyibaobao_st02.spr	ruyibaobao_wlk.spr	ruyibaobao_wlk.spr	ruyibaobao_wlk.spr	ruyibaobao_wlk.spr	ruyibaobao_bat.spr	ruyibaobao_die.spr	ruyibaobao_at01.spr	ruyibaobao_at02.spr	ruyibaobao_at01.spr	ruyibaobao_st02.spr	ruyibaobao_wlk.spr
passerby221	nianshoubaobao_st01.spr	nianshoubaobao_st01.spr	nianshoubaobao_st02.spr	nianshoubaobao_wlk.spr	nianshoubaobao_wlk.spr	nianshoubaobao_wlk.spr	nianshoubaobao_wlk.spr	nianshoubaobao_bat.spr	nianshoubaobao_die.spr	nianshoubaobao_at01.spr	nianshoubaobao_at02.spr	nianshoubaobao_at01.spr	nianshoubaobao_st01.spr	nianshoubaobao_wlk.spr
passerby222	passerby222_at01.spr	passerby222_at01.spr	passerby222_at01.spr											
passerby223	passerby223_at01.spr	passerby223_at01.spr	passerby223_at01.spr											
passerby224	passerby224_at01.spr	passerby224_at01.spr	passerby224_at01.spr											
passerby225	passerby225_at01.spr	passerby225_at01.spr	passerby225_at01.spr											
passerby226	passerby226.spr	passerby226.spr	passerby226.spr											
passerby227	passerby227.spr	passerby227.spr	passerby227.spr											
passerby228	passerby228.spr	passerby228.spr	passerby228.spr											
passerby229	passerby229.spr	passerby229.spr	passerby229.spr											
passerby230	passerby230.spr	passerby230.spr	passerby230.spr											
passerby231	passerby231.spr	passerby231.spr	passerby231.spr											
passerby232	passerby232.spr	passerby232.spr	passerby232.spr											
passerby233	passerby233.spr	passerby233.spr	passerby233.spr											
passerby234	passerby234_st.spr	passerby234_st.spr	passerby234_pst.spr											
passerby235	zongnan.spr	zongnan.spr	zongnan.spr											
passerby236	zongnv.spr	zongnv.spr	zongnv.spr											
passerby237	obj_giftb.spr	obj_giftb.spr	obj_giftb.spr											
boss069	boss069_st01.spr	boss069_st01.spr	boss069_st01.spr	boss069_wlk.spr	boss069_wlk.spr	boss069_wlk.spr	boss069_wlk.spr	boss069_bat.spr	boss069_die.spr	boss069_at.spr	boss069_at.spr	boss069_at.spr	boss069_st01.spr	boss069_wlk.spr
boss070	boss070_st01.spr	boss070_st01.spr	boss070_st01.spr	boss070_wlk.spr	boss070_wlk.spr	boss070_wlk.spr	boss070_wlk.spr	boss070_bat.spr	boss070_die.spr	boss070_at.spr	boss070_at.spr	boss070_at.spr	boss070_st01.spr	boss070_wlk.spr
boss071	boss071_st01.spr	boss071_st01.spr	boss071_st01.spr	boss071_wlk.spr	boss071_wlk.spr	boss071_wlk.spr	boss071_wlk.spr	boss071_bat.spr	boss071_die.spr	boss071_at.spr	boss071_at.spr	boss071_at.spr	boss071_st01.spr	boss071_wlk.spr
boss072	boss072_st01.spr	boss072_st01.spr	boss072_st01.spr	boss072_wlk.spr	boss072_wlk.spr	boss072_wlk.spr	boss072_wlk.spr	boss072_bat.spr	boss072_die.spr	boss072_at.spr	boss072_at.spr	boss072_at.spr	boss072_st01.spr	boss072_wlk.spr
boss073	boss073_st01.spr	boss073_st01.spr	boss073_st01.spr	boss073_wlk.spr	boss073_wlk.spr	boss073_wlk.spr	boss073_wlk.spr	boss073_bat.spr	boss073_die.spr	boss073_at.spr	boss073_at.spr	boss073_at.spr	boss073_st01.spr	boss073_wlk.spr
boss074	boss074_st01.spr	boss074_st01.spr	boss074_st01.spr	boss074_wlk.spr	boss074_wlk.spr	boss074_wlk.spr	boss074_wlk.spr	boss074_bat.spr	boss074_die.spr	boss074_at01.spr	boss074_at02.spr	boss074_at02.spr	boss074_st01.spr	boss074_wlk.spr
boss075	boss075_st01.spr	boss075_st01.spr	boss075_st01.spr	boss075_wlk.spr	boss075_wlk.spr	boss075_wlk.spr	boss075_wlk.spr	boss075_bat.spr	boss075_die.spr	boss075_at01.spr	boss075_at02.spr	boss075_at02.spr	boss075_st01.spr	boss075_wlk.spr
boss076	boss076_st01.spr	boss076_st01.spr	boss076_st01.spr	boss076_wlk.spr	boss076_wlk.spr	boss076_wlk.spr	boss076_wlk.spr	boss076_bat.spr	boss076_die.spr	boss076_at01.spr	boss076_at02.spr	boss076_at02.spr	boss076_st01.spr	boss076_wlk.spr
enemy225	enemy225_st01.spr	enemy225_st02.spr	enemy225_st02.spr	enemy225_wlk.spr	enemy225_wlk.spr	enemy225_wlk.spr	enemy225_wlk.spr	enemy225_bat.spr	enemy225_die.spr	enemy225_at01.spr	enemy225_at02.spr	enemy225_at02.spr	enemy225_st02.spr	enemy225_wlk.spr
passerby238	passerby238.spr	passerby238.spr	passerby238.spr											
passerby239	passerby239.spr	passerby239.spr	passerby239.spr											
enemy226	enemy226_at01.spr	enemy226_at01.spr	enemy226_at01.spr	enemy226_wlk.spr	enemy226_wlk.spr	enemy226_wlk.spr	enemy226_wlk.spr	enemy226_bat.spr	enemy226_die.spr	enemy226_at01.spr	enemy226_at01.spr	enemy226_at01.spr	enemy226_st01.spr	enemy226_wlk.spr
boss_013	boss013_st01.spr	boss013_st02.spr	boss013_st02.spr	boss013_wlk.spr	boss013_wlk.spr	boss013_wlk.spr	boss013_wlk.spr	boss013_bat.spr	boss013_die.spr	boss013_at01.spr	boss013_at02.spr	boss013_at02.spr	boss013_st02.spr	boss013_wlk.spr
boss_014	boss014_st01.spr	boss014_st02.spr	boss014_st02.spr	boss014_wlk.spr	boss014_wlk.spr	boss014_wlk.spr	boss014_wlk.spr	boss014_bat.spr	boss014_die.spr	boss014_at01.spr	boss014_at02.spr	boss014_at02.spr	boss014_st02.spr	boss014_wlk.spr
boss_015	boss015_st01.spr	boss015_st02.spr	boss015_st02.spr	boss015_wlk.spr	boss015_wlk.spr	boss015_wlk.spr	boss015_wlk.spr	boss015_bat.spr	boss015_die.spr	boss015_at01.spr	boss015_at02.spr	boss015_at02.spr	boss015_st02.spr	boss015_wlk.spr
boss_016	boss016_st01.spr	boss016_st02.spr	boss016_st02.spr	boss016_wlk.spr	boss016_wlk.spr	boss016_wlk.spr	boss016_wlk.spr	boss016_bat.spr	boss016_die.spr	boss016_at01.spr	boss016_at02.spr	boss016_at02.spr	boss016_st02.spr	boss016_wlk.spr
boss_017	boss017_st01.spr	boss017_st02.spr	boss017_st02.spr	boss017_wlk.spr	boss017_wlk.spr	boss017_wlk.spr	boss017_wlk.spr	boss017_bat.spr	boss017_die.spr	boss017_at01.spr	boss017_at02.spr	boss017_at02.spr	boss017_st02.spr	boss017_wlk.spr
boss_018	boss018_st01.spr	boss018_st02.spr	boss018_st02.spr	boss018_wlk.spr	boss018_wlk.spr	boss018_wlk.spr	boss018_wlk.spr	boss018_bat.spr	boss018_die.spr	boss018_at01.spr	boss018_at02.spr	boss018_at02.spr	boss018_st02.spr	boss018_wlk.spr
boss_019	boss019_st01.spr	boss019_st02.spr	boss019_st02.spr	boss019_wlk.spr	boss019_wlk.spr	boss019_wlk.spr	boss019_wlk.spr	boss019_bat.spr	boss019_die.spr	boss019_at.spr	boss019_at.spr	boss019_at.spr	boss019_st02.spr	boss019_wlk.spr
boss_020	boss020_st01.spr	boss020_st02.spr	boss020_st02.spr	boss020_wlk.spr	boss020_wlk.spr	boss020_wlk.spr	boss020_wlk.spr	boss020_bat.spr	boss020_die.spr	boss020_at01.spr	boss020_at02.spr	boss020_at02.spr	boss020_st02.spr	boss020_wlk.spr
boss_021	boss021_st01.spr	boss021_st02.spr	boss021_st02.spr	boss021_wlk.spr	boss021_wlk.spr	boss021_wlk.spr	boss021_wlk.spr	boss021_bat.spr	boss021_die.spr	boss021_at01.spr	boss021_at02.spr	boss021_at02.spr	boss021_st02.spr	boss021_wlk.spr
boss_022	boss022_st01.spr	boss022_st02.spr	boss022_st02.spr	boss022_wlk.spr	boss022_wlk.spr	boss022_wlk.spr	boss022_wlk.spr	boss022_bat.spr	boss022_die.spr	boss022_at01.spr	boss022_at02.spr	boss022_at02.spr	boss022_st02.spr	boss022_wlk.spr
boss_023	boss023_st01.spr	boss023_st02.spr	boss023_st02.spr	boss023_wlk.spr	boss023_wlk.spr	boss023_wlk.spr	boss023_wlk.spr	boss023_bat.spr	boss023_die.spr	boss023_at01.spr	boss023_at02.spr	boss023_at02.spr	boss023_st02.spr	boss023_wlk.spr
boss_024	boss024_st.spr	boss024_st.spr	boss024_st.spr										boss024_st.spr
boss_025	boss025_st01.spr	boss025_st02.spr	boss025_st02.spr	boss025_wlk.spr	boss025_wlk.spr	boss025_wlk.spr	boss025_wlk.spr	boss025_bat.spr	boss025_die.spr	boss025_at01.spr	boss025_at02.spr	boss025_at02.spr	boss025_st02.spr	boss025_wlk.spr
