00:00:06	 Tµi kho∂n: pinphan12345	 Nh©n vÀt: Vip_khi1	 DWORD ID: -211253543	 C p: 126	 IP: 14.186.109.219 : 37359	 Xu: 22	 TÊng ti“n vπn: 26881
05:04:30	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 54642	 Xu: 0	 TÊng ti“n vπn: 35164
05:04:54	 Tµi kho∂n: truongtien1992	 Nh©n vÀt: Forever@1	 DWORD ID: 1169202199	 C p: 126	 IP: 171.252.153.103 : 12274	 Xu: 10	 TÊng ti“n vπn: 156131
05:04:55	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 54832	 Xu: 0	 TÊng ti“n vπn: 52345
05:04:56	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 54835	 Xu: 5	 TÊng ti“n vπn: 202245
05:06:33	 Tµi kho∂n: mrdjnhquy3	 Nh©n vÀt: InterŸPOLLŸ1st	 DWORD ID: 1019400302	 C p: 121	 IP: 113.185.40.78 : 65326	 Xu: 15	 TÊng ti“n vπn: 597
05:09:14	 Tµi kho∂n: hanhnhat90	 Nh©n vÀt: MrŸAAAAA	 DWORD ID: 440607777	 C p: 121	 IP: 14.191.31.190 : 65184	 Xu: 2	 TÊng ti“n vπn: 0
05:09:23	 Tµi kho∂n: hanhnhat90	 Nh©n vÀt: nhanas	 DWORD ID: 485029167	 C p: 120	 IP: 14.191.31.190 : 65187	 Xu: 2	 TÊng ti“n vπn: 1000
05:09:34	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 55309	 Xu: 5	 TÊng ti“n vπn: 204644
05:09:37	 Tµi kho∂n: hanhnhat900	 Nh©n vÀt: MrŸBBBB	 DWORD ID: -86314528	 C p: 120	 IP: 14.191.31.190 : 65190	 Xu: 0	 TÊng ti“n vπn: 1000
05:09:39	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 55310	 Xu: 0	 TÊng ti“n vπn: 54543
05:09:46	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 55313	 Xu: 0	 TÊng ti“n vπn: 36963
05:11:15	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 55324	 Xu: 0	 TÊng ti“n vπn: 55143
05:11:15	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 55326	 Xu: 5	 TÊng ti“n vπn: 205244
05:11:16	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 55327	 Xu: 0	 TÊng ti“n vπn: 37161
05:11:51	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 55332	 Xu: 0	 TÊng ti“n vπn: 55343
05:11:53	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 55334	 Xu: 5	 TÊng ti“n vπn: 205244
05:12:32	 Tµi kho∂n: hanhnhat90	 Nh©n vÀt: nhanas	 DWORD ID: 485029167	 C p: 120	 IP: 14.191.31.190 : 65204	 Xu: 2	 TÊng ti“n vπn: 1000
05:17:29	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 55365	 Xu: 0	 TÊng ti“n vπn: 57738
05:17:29	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 55367	 Xu: 0	 TÊng ti“n vπn: 39359
05:17:29	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 55369	 Xu: 5	 TÊng ti“n vπn: 209642
05:20:17	 Tµi kho∂n: hanhnhat90	 Nh©n vÀt: MrŸAAAAA	 DWORD ID: 440607777	 C p: 121	 IP: 14.191.31.190 : 65241	 Xu: 2	 TÊng ti“n vπn: 0
05:20:39	 Tµi kho∂n: hanhnhat900	 Nh©n vÀt: MrŸBBBB	 DWORD ID: -86314528	 C p: 120	 IP: 14.191.31.190 : 65245	 Xu: 0	 TÊng ti“n vπn: 1000
05:20:46	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 55581	 Xu: 0	 TÊng ti“n vπn: 41159
05:20:47	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 55583	 Xu: 0	 TÊng ti“n vπn: 59137
05:20:48	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 55585	 Xu: 5	 TÊng ti“n vπn: 211240
05:22:41	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸBlack	 DWORD ID: 454102322	 C p: 124	 IP: 14.191.31.190 : 65255	 Xu: 4	 TÊng ti“n vπn: 400
05:23:50	 Tµi kho∂n: mrdjnhquy2	 Nh©n vÀt: NonameŸS	 DWORD ID: -1501608445	 C p: 120	 IP: 113.185.40.78 : 14604	 Xu: 0	 TÊng ti“n vπn: 216224
05:24:15	 Tµi kho∂n: samkul3	 Nh©n vÀt: NaMiLux	 DWORD ID: -1863583757	 C p: 1	 IP: 115.76.54.208 : 57703	 Xu: 0	 TÊng ti“n vπn: 0
05:29:20	 Tµi kho∂n: mrdjnhquy4	 Nh©n vÀt: ssssssss1	 DWORD ID: 1930341136	 C p: 1	 IP: 113.185.40.78 : 38667	 Xu: 0	 TÊng ti“n vπn: 0
05:29:48	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 55701	 Xu: 5	 TÊng ti“n vπn: 216238
05:29:48	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 55702	 Xu: 0	 TÊng ti“n vπn: 44355
05:29:51	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 55698	 Xu: 0	 TÊng ti“n vπn: 62531
05:31:33	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 55717	 Xu: 0	 TÊng ti“n vπn: 62931
05:31:34	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 55718	 Xu: 0	 TÊng ti“n vπn: 44955
05:31:41	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 55720	 Xu: 5	 TÊng ti“n vπn: 216638
05:32:22	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 55726	 Xu: 5	 TÊng ti“n vπn: 216838
05:32:23	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 55728	 Xu: 0	 TÊng ti“n vπn: 63131
05:32:26	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 55730	 Xu: 0	 TÊng ti“n vπn: 45155
05:33:33	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 55741	 Xu: 0	 TÊng ti“n vπn: 45753
05:33:35	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 55742	 Xu: 5	 TÊng ti“n vπn: 217438
05:33:36	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 55740	 Xu: 0	 TÊng ti“n vπn: 63130
05:34:17	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 55747	 Xu: 0	 TÊng ti“n vπn: 45753
05:34:46	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 55752	 Xu: 0	 TÊng ti“n vπn: 45753
05:34:47	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 55821	 Xu: 5	 TÊng ti“n vπn: 217838
05:34:47	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 55820	 Xu: 0	 TÊng ti“n vπn: 63130
05:39:52	 Tµi kho∂n: mrdjnhquy5	 Nh©n vÀt: Sport2St	 DWORD ID: 856937597	 C p: 1	 IP: 113.185.40.78 : 8045	 Xu: 0	 TÊng ti“n vπn: 0
05:45:38	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 56324	 Xu: 0	 TÊng ti“n vπn: 68328
05:45:38	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 56325	 Xu: 0	 TÊng ti“n vπn: 51342
05:45:39	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 56328	 Xu: 5	 TÊng ti“n vπn: 224233
05:45:43	 Tµi kho∂n: trungtruc3	 Nh©n vÀt: Si™uŸChuËi	 DWORD ID: 33899527	 C p: 123	 IP: 14.171.141.239 : 56187	 Xu: 0	 TÊng ti“n vπn: 371082
05:46:22	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 56333	 Xu: 5	 TÊng ti“n vπn: 224233
05:46:25	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 56335	 Xu: 0	 TÊng ti“n vπn: 51342
05:46:31	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 56337	 Xu: 0	 TÊng ti“n vπn: 68327
05:49:01	 Tµi kho∂n: trungtruc4	 Nh©n vÀt: Th«nŸßÈc	 DWORD ID: 1658272659	 C p: 123	 IP: 14.171.141.239 : 56191	 Xu: 0	 TÊng ti“n vπn: 397645
05:50:00	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 56424	 Xu: 0	 TÊng ti“n vπn: 69125
05:50:00	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 56425	 Xu: 5	 TÊng ti“n vπn: 227432
05:50:01	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 56426	 Xu: 0	 TÊng ti“n vπn: 53340
05:50:35	 Tµi kho∂n: bibabibo00	 Nh©n vÀt: ChuHaiVT	 DWORD ID: 1096389470	 C p: 122	 IP: 42.119.156.197 : 24438	 Xu: 16	 TÊng ti“n vπn: 8196
05:50:37	 Tµi kho∂n: bibabibo02	 Nh©n vÀt: HoangKiemNhat	 DWORD ID: -1796812606	 C p: 122	 IP: 42.119.156.197 : 32138	 Xu: 0	 TÊng ti“n vπn: 4196
05:50:37	 Tµi kho∂n: bibabibo01	 Nh©n vÀt: DeNhiMong	 DWORD ID: 1847609421	 C p: 123	 IP: 42.119.156.197 : 37385	 Xu: 26	 TÊng ti“n vπn: 200
05:50:51	 Tµi kho∂n: bibabibo00	 Nh©n vÀt: ChuHaiVT	 DWORD ID: 1096389470	 C p: 122	 IP: 42.119.156.197 : 19812	 Xu: 16	 TÊng ti“n vπn: 8196
05:50:51	 Tµi kho∂n: bibabibo02	 Nh©n vÀt: HoangKiemNhat	 DWORD ID: -1796812606	 C p: 122	 IP: 42.119.156.197 : 59809	 Xu: 0	 TÊng ti“n vπn: 4196
05:50:51	 Tµi kho∂n: bibabibo01	 Nh©n vÀt: DeNhiMong	 DWORD ID: 1847609421	 C p: 123	 IP: 42.119.156.197 : 56953	 Xu: 26	 TÊng ti“n vπn: 200
05:50:58	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 130	 IP: 14.171.141.239 : 56196	 Xu: 1862	 TÊng ti“n vπn: 5597
05:54:04	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 130	 IP: 14.248.85.69 : 61463	 Xu: 4870	 TÊng ti“n vπn: 4236
05:55:22	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 130	 IP: 14.171.141.239 : 56202	 Xu: 1862	 TÊng ti“n vπn: 7395
05:56:03	 Tµi kho∂n: aipcorp1	 Nh©n vÀt: TramŸAnh	 DWORD ID: 843770000	 C p: 130	 IP: 14.248.85.69 : 61469	 Xu: 50	 TÊng ti“n vπn: 38792
06:00:32	 Tµi kho∂n: sanbos1	 Nh©n vÀt: Huavancuong	 DWORD ID: -544865570	 C p: 121	 IP: 14.236.73.32 : 49383	 Xu: 93	 TÊng ti“n vπn: 269183
06:00:40	 Tµi kho∂n: mrdjnhquy2	 Nh©n vÀt: XiaoŸMiŸ3350	 DWORD ID: -1134505862	 C p: 120	 IP: 113.185.40.78 : 13327	 Xu: 0	 TÊng ti“n vπn: 0
06:04:27	 Tµi kho∂n: minhtien555	 Nh©n vÀt: XaKuTaRa	 DWORD ID: 314271514	 C p: 122	 IP: 113.176.95.35 : 59521	 Xu: 22	 TÊng ti“n vπn: 206230
06:05:54	 Tµi kho∂n: sanbos2	 Nh©n vÀt: sanbos2	 DWORD ID: 1668196851	 C p: 121	 IP: 14.236.73.32 : 49387	 Xu: 44	 TÊng ti“n vπn: 143680
06:08:09	 Tµi kho∂n: bibabibo02	 Nh©n vÀt: HoangKiemNhat	 DWORD ID: -1796812606	 C p: 122	 IP: 42.119.156.197 : 59199	 Xu: 0	 TÊng ti“n vπn: 199
06:10:44	 Tµi kho∂n: giudo1	 Nh©n vÀt: saddssadas	 DWORD ID: -1078983974	 C p: 120	 IP: 14.236.73.32 : 49394	 Xu: 0	 TÊng ti“n vπn: 420000
06:11:15	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 130	 IP: 14.171.141.239 : 56209	 Xu: 1862	 TÊng ti“n vπn: 15394
06:13:01	 Tµi kho∂n: giudo2	 Nh©n vÀt: sdsdasdsad	 DWORD ID: 167904207	 C p: 120	 IP: 14.236.73.32 : 49397	 Xu: 0	 TÊng ti“n vπn: 241000
06:15:00	 Tµi kho∂n: datau11	 Nh©n vÀt: sabon22	 DWORD ID: 1720945066	 C p: 121	 IP: 14.236.73.32 : 49399	 Xu: 95	 TÊng ti“n vπn: 469790
06:15:53	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 130	 IP: 14.171.141.239 : 56218	 Xu: 1862	 TÊng ti“n vπn: 15994
06:16:40	 Tµi kho∂n: chuaus7750	 Nh©n vÀt: zZzL∑ngQu™nzZz	 DWORD ID: 1884726757	 C p: 122	 IP: 118.68.106.83 : 11110	 Xu: 0	 TÊng ti“n vπn: 852
06:17:47	 Tµi kho∂n: subachdo	 Nh©n vÀt: Silencer	 DWORD ID: 2096968656	 C p: 122	 IP: 171.250.72.134 : 49172	 Xu: 289	 TÊng ti“n vπn: 73033
06:19:07	 Tµi kho∂n: subachdo	 Nh©n vÀt: Silencer	 DWORD ID: 2096968656	 C p: 122	 IP: 171.250.72.134 : 49195	 Xu: 289	 TÊng ti“n vπn: 73033
06:19:44	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 130	 IP: 14.171.141.239 : 56220	 Xu: 1862	 TÊng ti“n vπn: 17792
06:22:02	 Tµi kho∂n: aipcorp4	 Nh©n vÀt: TrungŸH∂i	 DWORD ID: -259895461	 C p: 126	 IP: 14.248.85.69 : 61565	 Xu: 0	 TÊng ti“n vπn: 0
06:23:16	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 123	 IP: 222.255.113.183 : 57824	 Xu: 0	 TÊng ti“n vπn: 70918
06:23:17	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 123	 IP: 222.255.113.183 : 57826	 Xu: 0	 TÊng ti“n vπn: 79907
06:23:19	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 125	 IP: 222.255.113.183 : 57828	 Xu: 5	 TÊng ti“n vπn: 248016
06:23:27	 Tµi kho∂n: bibabibo00	 Nh©n vÀt: ChuHaiVT	 DWORD ID: 1096389470	 C p: 122	 IP: 42.119.156.197 : 44334	 Xu: 16	 TÊng ti“n vπn: 2196
06:23:39	 Tµi kho∂n: bibabibo01	 Nh©n vÀt: DeNhiMong	 DWORD ID: 1847609421	 C p: 123	 IP: 42.119.156.197 : 62125	 Xu: 26	 TÊng ti“n vπn: 1200
06:23:43	 Tµi kho∂n: bibabibo02	 Nh©n vÀt: HoangKiemNhat	 DWORD ID: -1796812606	 C p: 122	 IP: 42.119.156.197 : 18022	 Xu: 0	 TÊng ti“n vπn: 4798
06:24:03	 Tµi kho∂n: hung078	 Nh©n vÀt: ∞ThÊ∞∞Th«n	 DWORD ID: -702269073	 C p: 127	 IP: 113.187.148.94 : 49694	 Xu: 6485	 TÊng ti“n vπn: 200000
06:24:38	 Tµi kho∂n: hung0782	 Nh©n vÀt: ChﬁchDπo∞S≠Ka	 DWORD ID: -751753077	 C p: 130	 IP: 113.187.148.94 : 49710	 Xu: 14370	 TÊng ti“n vπn: 248021
06:24:57	 Tµi kho∂n: hung7641191	 Nh©n vÀt: GM0001	 DWORD ID: -929240838	 C p: 110	 IP: 113.187.148.94 : 49712	 Xu: 9200	 TÊng ti“n vπn: 0
06:25:52	 Tµi kho∂n: hanhnhat1	 Nh©n vÀt: MrŸBufff	 DWORD ID: 459856174	 C p: 1	 IP: 14.191.31.190 : 53028	 Xu: 240	 TÊng ti“n vπn: 0
06:27:04	 Tµi kho∂n: aipcorp2	 Nh©n vÀt: ThoaŸMun	 DWORD ID: -668223086	 C p: 129	 IP: 14.248.85.69 : 61575	 Xu: 80	 TÊng ti“n vπn: 6983
06:27:53	 Tµi kho∂n: bibabibo02	 Nh©n vÀt: HoangKiemNhat	 DWORD ID: -1796812606	 C p: 122	 IP: 42.119.156.197 : 26419	 Xu: 0	 TÊng ti“n vπn: 500000
06:29:13	 Tµi kho∂n: honganhcm13	 Nh©n vÀt: SÔngKh∏nh	 DWORD ID: 1925030947	 C p: 126	 IP: 27.2.123.133 : 52395	 Xu: 75	 TÊng ti“n vπn: 126509
06:29:20	 Tµi kho∂n: hung078	 Nh©n vÀt: ∞ThÊ∞∞Th«n	 DWORD ID: -702269073	 C p: 132	 IP: 113.187.148.94 : 49723	 Xu: 24985	 TÊng ti“n vπn: 200000
06:31:24	 Tµi kho∂n: honganhcm14	 Nh©n vÀt: DaTau111	 DWORD ID: 560452772	 C p: 120	 IP: 27.2.123.133 : 52400	 Xu: 10	 TÊng ti“n vπn: 363018
06:34:30	 Tµi kho∂n: hung078	 Nh©n vÀt: ƒŸLongŸßπiŸß’@1	 DWORD ID: -345761536	 C p: 132	 IP: 113.187.148.94 : 49754	 Xu: 23985	 TÊng ti“n vπn: 190000
06:35:47	 Tµi kho∂n: honganhcm15	 Nh©n vÀt: ChÿThﬁ16	 DWORD ID: -1206812439	 C p: 123	 IP: 27.2.123.133 : 52402	 Xu: 91	 TÊng ti“n vπn: 743641
06:38:27	 Tµi kho∂n: tungprotid9999	 Nh©n vÀt: L∑ngƒKh∏ch	 DWORD ID: 141692921	 C p: 126	 IP: 113.178.100.194 : 49173	 Xu: 167	 TÊng ti“n vπn: 0
06:38:48	 Tµi kho∂n: tungprotid2	 Nh©n vÀt: NgaMYBuff	 DWORD ID: 1249643492	 C p: 120	 IP: 113.178.100.194 : 49175	 Xu: 10	 TÊng ti“n vπn: 600
06:38:55	 Tµi kho∂n: honganhcm15	 Nh©n vÀt: ChÿThﬁ16	 DWORD ID: -1206812439	 C p: 123	 IP: 27.2.123.133 : 52404	 Xu: 92	 TÊng ti“n vπn: 735490
06:39:29	 Tµi kho∂n: honganhcm19	 Nh©n vÀt: datau11	 DWORD ID: -861972903	 C p: 120	 IP: 27.2.123.133 : 52408	 Xu: 40	 TÊng ti“n vπn: 460000
06:39:47	 Tµi kho∂n: tungprotid1	 Nh©n vÀt: MπcƒThi™nƒS∏t	 DWORD ID: 35318262	 C p: 122	 IP: 113.178.100.194 : 49177	 Xu: 0	 TÊng ti“n vπn: 8398
06:40:05	 Tµi kho∂n: honganhcm19	 Nh©n vÀt: cbrrr111	 DWORD ID: -984689666	 C p: 120	 IP: 27.2.123.133 : 52412	 Xu: 40	 TÊng ti“n vπn: 200000
06:41:28	 Tµi kho∂n: honganhcm19	 Nh©n vÀt: datau11	 DWORD ID: -861972903	 C p: 120	 IP: 27.2.123.133 : 52424	 Xu: 40	 TÊng ti“n vπn: 460000
06:42:01	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: d‚tu111	 DWORD ID: 1670379839	 C p: 120	 IP: 27.2.123.133 : 52426	 Xu: 60	 TÊng ti“n vπn: 500000
06:42:43	 Tµi kho∂n: bibabibo02	 Nh©n vÀt: HoangKiemNhat	 DWORD ID: -1796812606	 C p: 122	 IP: 42.119.156.197 : 35675	 Xu: 0	 TÊng ti“n vπn: 506389
06:43:16	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: Muahhhhha	 DWORD ID: -1763792919	 C p: 120	 IP: 27.2.123.133 : 52428	 Xu: 60	 TÊng ti“n vπn: 200000
06:43:32	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: 1123444]	 DWORD ID: 1824417324	 C p: 120	 IP: 27.2.123.133 : 52430	 Xu: 60	 TÊng ti“n vπn: 200000
06:43:47	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: d‚tu111	 DWORD ID: 1670379839	 C p: 120	 IP: 27.2.123.133 : 52432	 Xu: 60	 TÊng ti“n vπn: 500000
06:44:13	 Tµi kho∂n: honganhcm17	 Nh©n vÀt: datau888	 DWORD ID: -1533696919	 C p: 120	 IP: 27.2.123.133 : 52434	 Xu: 0	 TÊng ti“n vπn: 501000
06:44:31	 Tµi kho∂n: honganhcm20	 Nh©n vÀt: datau877	 DWORD ID: -1533690678	 C p: 120	 IP: 27.2.123.133 : 52436	 Xu: 20	 TÊng ti“n vπn: 1000
06:44:42	 Tµi kho∂n: honganhcm20	 Nh©n vÀt: datau666	 DWORD ID: -1533632537	 C p: 120	 IP: 27.2.123.133 : 52438	 Xu: 20	 TÊng ti“n vπn: 231262
06:45:13	 Tµi kho∂n: bibabibo00	 Nh©n vÀt: ChuHaiVT	 DWORD ID: 1096389470	 C p: 122	 IP: 42.119.156.197 : 34385	 Xu: 16	 TÊng ti“n vπn: 1798
06:48:08	 Tµi kho∂n: hanhnhat1	 Nh©n vÀt: MrŸJack	 DWORD ID: -80163844	 C p: 126	 IP: 14.191.31.190 : 53126	 Xu: 190	 TÊng ti“n vπn: 4725
06:48:53	 Tµi kho∂n: hanhnhat1	 Nh©n vÀt: MrŸBufff	 DWORD ID: 459856174	 C p: 120	 IP: 14.191.31.190 : 53132	 Xu: 190	 TÊng ti“n vπn: 2191
06:53:52	 Tµi kho∂n: honganhcm13	 Nh©n vÀt: datau777	 DWORD ID: -1533670496	 C p: 120	 IP: 27.2.123.133 : 52443	 Xu: 86	 TÊng ti“n vπn: 298253
06:54:32	 Tµi kho∂n: honganhcm15	 Nh©n vÀt: ChÿThﬁ16	 DWORD ID: -1206812439	 C p: 123	 IP: 27.2.123.133 : 52445	 Xu: 92	 TÊng ti“n vπn: 775490
06:55:04	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸBlack	 DWORD ID: 454102322	 C p: 124	 IP: 14.191.31.190 : 53163	 Xu: 4	 TÊng ti“n vπn: 166972
06:55:21	 Tµi kho∂n: honganhcm13	 Nh©n vÀt: SÔngKh∏nh	 DWORD ID: 1925030947	 C p: 126	 IP: 27.2.123.133 : 52447	 Xu: 86	 TÊng ti“n vπn: 204826
06:57:48	 Tµi kho∂n: congdanhty1980	 Nh©n vÀt: thuyyendao	 DWORD ID: -1776069637	 C p: 1	 IP: 14.187.64.212 : 56227	 Xu: 1	 TÊng ti“n vπn: 0
07:02:42	 Tµi kho∂n: hanhnhat1	 Nh©n vÀt: MrŸBufff	 DWORD ID: 459856174	 C p: 120	 IP: 14.191.31.190 : 53198	 Xu: 180	 TÊng ti“n vπn: 32784
07:04:28	 Tµi kho∂n: hanhnhat1	 Nh©n vÀt: MrŸBufff	 DWORD ID: 459856174	 C p: 120	 IP: 14.191.31.190 : 53211	 Xu: 180	 TÊng ti“n vπn: 32784
07:05:12	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸBlack	 DWORD ID: 454102322	 C p: 124	 IP: 14.191.31.190 : 53219	 Xu: 4	 TÊng ti“n vπn: 96972
07:05:46	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸBlack	 DWORD ID: 454102322	 C p: 124	 IP: 14.191.31.190 : 53225	 Xu: 4	 TÊng ti“n vπn: 96972
07:06:33	 Tµi kho∂n: nna1210vt02	 Nh©n vÀt: o0oLongLyo0o	 DWORD ID: -917048594	 C p: 128	 IP: 14.191.185.30 : 59907	 Xu: 30	 TÊng ti“n vπn: 0
07:07:46	 Tµi kho∂n: hanhnhat2	 Nh©n vÀt: MrŸCayTien	 DWORD ID: -2018414945	 C p: 125	 IP: 14.191.31.190 : 53241	 Xu: 0	 TÊng ti“n vπn: 3399
07:08:02	 Tµi kho∂n: hanhnhat2	 Nh©n vÀt: MrŸCayTien	 DWORD ID: -2018414945	 C p: 125	 IP: 14.191.31.190 : 53245	 Xu: 0	 TÊng ti“n vπn: 3399
