????	???????¨¤	?????¨¤¡À?	??????????	?????????¡Â??	?¨ª??	????	???¡Â??¡Á?	?¨º???¨¤¡À?	Level	
U Lung Thanh Ng« TriÒn Yªu 	4	477	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
U Lung Ng©n ThiÒn Hé UyÓn 	4	478	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
U Lung Kim Xµ Ph¸t §¸i 	4	479	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
U Lung MÆc Thï NhuyÔn Lı 	4	480	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Minh ¶o U §éc ¸m Y 	4	481	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Minh ¶o Hñ Cèt Hé UyÓn 	4	482	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Minh ¶o §éc YÕt ChØ Hoµn 	4	483	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Minh ¶o Song Hoµn Xµ Hµi 	4	484	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Minh ¶o Tµ S¸t §éc NhËn 	4	485	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Chó Ph­îc DiÖt L«i C¶nh Phï 	4	486	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Chó Ph­îc Xuyªn T©m §éc UyÓn 	4	487	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Chó Ph­îc Ph¸ Gi¸p §Çu Hoµn 	4	488	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Chó Ph­îc U ¶o ChØ Hoµn 	4	489	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa 	4	490	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« Gian Thanh Phong Truy Y 	4	491	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« Gian PhÊt V©n Ti §¸i	4	492	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« Gian CÇm VËn Hé UyÓn 	4	493	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« Gian B¹ch Ngäc Ban ChØ 	4	494	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« Gian û Thiªn KiÕm 	4	495	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« Ma Tö Kh©m Cµ Sa 	4	496	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« Ma Ma Ni Qu¸n 	4	497	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« Ma TÈy T­îng Ngäc KhÊu 	4	498	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« Ma B¨ng Tinh ChØ Hoµn 	4	499	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« Ma Hång Truy NhuyÔn Th¸p Hµi 	4	500	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« TrÇn Thanh T©m H­íng ThiÖn Ch©u 	4	501	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« TrÇn Ngäc N÷ Tè T©m Qu¸n 	4	502	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« TrÇn PhËt T©m Tõ H÷u Yªu Phèi 	4	503	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« TrÇn PhËt Quang ChØ Hoµn 	4	504	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
V« TrÇn Tõ Bi Ngäc Ban ChØ 	4	505	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Tª Hoµng TÖ T©m Khinh Sa Y 	4	506	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Tª Hoµng B¨ng TuyÕt B¹ch V©n Thóc §¸i 	4	507	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Tª Hoµng B¨ng Tung CÈm UyÓn 	4	508	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Tª Hoµng Thñy Ngäc ChØ Hoµn 	4	509	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Tª Hoµng Phông Nghi §ao 	4	510	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Bİch H¶i Hång Linh Kim Ti §¸i	4	511	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Bİch H¶i Hoµn Ch©u Vò Liªn 	4	512	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Bİch H¶i Hång L¨ng Ba 	4	513	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Bİch H¶i Uyªn ¦¬ng Liªn Hoµn §ao 	4	514	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Bİch H¶i Khiªn TÕ ChØ hoµn	4	515	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§ång Cõu Gi¸ng Long C¸i Y 	4	516	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§ång Cõu TiÒm Long Yªu §¸i	4	517	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§ång Cõu Kh¸ng Long Hé UyÓn 	4	518	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§ång Cõu Phi Long §Çu Hoµn 	4	519	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§ång Cõu KiÕn Long Ban ChØ 	4	520	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§Şch Kh¸i Cöu §¹i C¸i Y 	4	521	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§Şch Kh¸i TruyÒn M·ng Yªu §¸i	4	522	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§Şch Kh¸i CÈu Tİch B× Hé UyÓn 	4	523	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§Şch Kh¸i Th¶o Gian Th¹ch Giíi 	4	524	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§Şch Kh¸i Lôc Ngäc Tr­îng 	4	525	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma S¸t Tµn D­¬ng ¶nh HuyÕt Gi¸p 	4	526	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma S¸t Xİch Kı Táa Yªu KhÊu 	4	527	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma S¸t Cö Háa L­u Thiªn UyÓn 	4	528	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma S¸t V©n Long Thæ Ch©u Giíi 	4	529	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma S¸t Quû Cèc U Minh Th­¬ng 	4	530	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma Hoµng Khª Cèc Thóc Yªu §¸i 	4	531	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn 	4	532	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma Hoµng HuyÕt Y Thó Tr¹c 	4	533	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma Hoµng Kim Gi¸p Kh«i 	4	534	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma Hoµng §¨ng §¹p Ngoa 	4	535	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma ThŞ Ma PhÖ T©m Liªn 	4	536	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma ThŞ LiÖt DiÖm Qu¸n MiÖn 	4	537	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma ThŞ HuyÕt Ngäc ThÊt S¸t Béi 	4	538	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma ThŞ NghiÖp Háa U Linh Giíi 	4	539	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ma ThŞ S¬n H¶i Phi Hång Lı 	4	540	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
CËp Phong HuyÒn Ti Tam §o¹n CÈm 	4	541	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
CËp Phong Tam Thanh Phï 	4	542	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
CËp Phong Thóy Ngäc HuyÒn Hoµng Béi 	4	543	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
CËp Phong Thanh Tïng Ph¸p Giíi 	4	544	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
CËp Phong Ch©n Vò KiÕm 	4	545	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
L¨ng Nh¹c V« Ng· §¹o Bµo	4	546	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi 	4	547	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
L¨ng Nh¹c Né L«i Giíi 	4	548	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
L¨ng Nh¹c Thiªn §Şa HuyÒn Hoµng Giíi 	4	549	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
L¨ng Nh¹c Th¸i Cùc KiÕm 	4	550	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
S­¬ng Tinh Ng¹o S­¬ng §¹o Bµo 	4	551	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
S­¬ng Tinh Thanh Phong Lò §¸i 	4	552	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
S­¬ng Tinh B¨ng Tinh Thiªn Tinh Thñ 	4	553	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
S­¬ng Tinh Phong B¹o ChØ Hoµn 	4	554	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
S­¬ng Tinh Thiªn Niªn Hµn ThiÕt 	4	555	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
L«i Khung Phong L«i Thanh CÈm §¸i 	4	556	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
L«i Khung Thiªn §Şa Hé Phï 	4	557	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
L«i Khung Hµn Tung B¨ng B¹ch Qu¸n 	4	558	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
L«i Khung Linh Ngäc UÈn L«i 	4	559	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
L«i Khung Cöu Thiªn DÉn L«i Giíi 	4	560	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Vô ¶o Ky B¸n Phï Chó 	4	561	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Vô ¶o B¾c Minh §¹o Qu¸n 	4	562	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Vô ¶o Thanh ¶nh HuyÒn Ngäc Béi 	4	563	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Vô ¶o Thóc T©m ChØ Hoµn 	4	564	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Vô ¶o Tung Phong TuyÕt ¶nh Ngoa 	4	565	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
LÖnh Bµi §æi Ph¸i	4	566	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Sö dông ®Ó ®æi ph¸i.	0	1	
Hoµn Mü Tinh Th¹ch	4	567	\spr\item\questkey\taskobj056.spr	333	1	1	Sö dông ®Ó th¨ng cÊp An Bang Hoµn Mü	1	1	
Cùc PhÈm Tinh Th¹ch	4	568	\spr\item\questkey\taskobj144.spr	333	1	1	Sö dông ®Ó th¨ng cÊp §Şnh Quèc Cùc PhÈm	1	1	
LÖnh Bµi §æi Ph¸i - §­êng M«n	4	569	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Mang theo bªn m×nh khi chuyÓn sinh ®Ó ®­îc chuyÓn ph¸i	0	1	
LÖnh Bµi §æi Ph¸i - Ngò §éc	4	570	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Mang theo bªn m×nh khi chuyÓn sinh ®Ó ®­îc chuyÓn ph¸i	0	1	
LÖnh Bµi §æi Ph¸i - Nga My	4	571	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Mang theo bªn m×nh khi chuyÓn sinh ®Ó ®­îc chuyÓn ph¸i	0	1	
LÖnh Bµi §æi Ph¸i - Thóy Yªn	4	572	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Mang theo bªn m×nh khi chuyÓn sinh ®Ó ®­îc chuyÓn ph¸i	0	1	
LÖnh Bµi §æi Ph¸i - C¸i Bang	4	573	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Mang theo bªn m×nh khi chuyÓn sinh ®Ó ®­îc chuyÓn ph¸i	0	1	
LÖnh Bµi §æi Ph¸i - Thiªn NhÉn	4	574	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Mang theo bªn m×nh khi chuyÓn sinh ®Ó ®­îc chuyÓn ph¸i	0	1	
LÖnh Bµi §æi Ph¸i - Vâ §ang	4	575	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Mang theo bªn m×nh khi chuyÓn sinh ®Ó ®­îc chuyÓn ph¸i	0	1	
LÖnh Bµi §æi Ph¸i - C«n L«n	4	576	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Mang theo bªn m×nh khi chuyÓn sinh ®Ó ®­îc chuyÓn ph¸i	0	1	
H¹t §Çu ThÇn	4	577	\spr\item\questkey\seed_gold.spr	333	1	1	Sö dông nhËn ®­îc 50 ®iÓm Tİch Lòy VIP	1	1	
H¹t Hoa Hång	4	578	\spr\item\questkey\seed_rose.spr	333	1	1	Gieo h¹t ®Ó nhËn ®­îc nh÷ng ®ãa hoa hång xinh x¾n	1	1	
Nu hoa hång ®á	4	579	\spr\item\script\vanlentine2007\red_rose.spr	333	1	1	"Nh©n ngµy quèc tÕ phô n÷ 8/3, d©ng tÆng bã hoa hång th¬m ng¸t cho c¸c chŞ em."	1	1	
Hoa Hång §á	4	580	\spr\item\questkey\flower.spr	333	1	1	"Nh©n ngµy quèc tÕ phô n÷ 8/3, d©ng tÆng bã hoa hång th¬m ng¸t cho c¸c chŞ em."	1	1	
Hoa hång ®á th­êng	4	581	\spr\item\script\vanlentine2007\normal_rose.spr	333	1	1	"Nh©n ngµy quèc tÕ phô n÷ 8/3, d©ng tÆng bã hoa hång th¬m ng¸t cho c¸c chŞ em."	1	1	
Hoa hång xanh	4	582	\spr\item\questkey\blueflower.spr	333	1	1	"Nh©n ngµy quèc tÕ phô n÷ 8/3, d©ng tÆng bã hoa hång th¬m ng¸t cho c¸c chŞ em."	1	1	
Bã Hoa Hång	4	583	\spr\item\funvjie_jieri\200803\shumeigui.spr	333	1	2	Sö dông ®Ó nhËn ®­îc phÇn th­ëng ®Æc biÖt nh©n ngµy 8/3	1	1	
Ngäc C­êng Hãa Cao CÊp	4	584	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo trang bŞ xanh. Gióp t¨ng c­êng hãa cña trang bŞ.<enter><color=yellow>C­êng hãa: +1 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	585	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo trang bŞ xanh. Gióp t¨ng c­êng hãa cña trang bŞ.<enter><color=yellow>C­êng hãa: +2 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	586	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo trang bŞ xanh. Gióp t¨ng c­êng hãa cña trang bŞ.<enter><color=yellow>C­êng hãa: +3 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	587	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo trang bŞ xanh. Gióp t¨ng c­êng hãa cña trang bŞ.<enter><color=yellow>C­êng hãa: +4 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	588	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo trang bŞ xanh. Gióp t¨ng c­êng hãa cña trang bŞ.<enter><color=yellow>C­êng hãa: +5 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	589	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo trang bŞ xanh. Gióp t¨ng c­êng hãa cña trang bŞ.<enter><color=yellow>C­êng hãa: +6 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	590	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo trang bŞ xanh. Gióp t¨ng c­êng hãa cña trang bŞ.<enter><color=yellow>C­êng hãa: +7 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	591	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo trang bŞ xanh. Gióp t¨ng c­êng hãa cña trang bŞ.<enter><color=yellow>C­êng hãa: +8 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	592	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo trang bŞ xanh. Gióp t¨ng c­êng hãa cña trang bŞ.<enter><color=yellow>C­êng hãa: +9 CÊp<color>	0	1	
Ngäc C­êng Hãa Cao CÊp	4	593	\spr\item\script\item_xuantiekuang.spr	333	1	1	VËt phÈm dïng ®Ó kh¶m vµo trang bŞ xanh. Gióp t¨ng c­êng hãa cña trang bŞ.<enter><color=yellow>C­êng hãa: +10 CÊp<color>	0	1	
M·nh Nãn	4	594	\spr\item\citydefence\bigfragment.spr	333	1	1	Sö dông trong viÖc T¸ch C­êng Hãa trang bŞ xanh.	1	1	
M·nh ¸o Gi¸p	4	595	\spr\item\citydefence\bigfragment.spr	333	1	1	Sö dông trong viÖc T¸ch C­êng Hãa trang bŞ xanh.	1	1	
M·nh Bao Tay	4	596	\spr\item\citydefence\bigfragment.spr	333	1	1	Sö dông trong viÖc T¸ch C­êng Hãa trang bŞ xanh.	1	1	
M·nh Th¾t L­ng	4	597	\spr\item\citydefence\bigfragment.spr	333	1	1	Sö dông trong viÖc T¸ch C­êng Hãa trang bŞ xanh.	1	1	
M·nh Vò Khİ	4	598	\spr\item\citydefence\bigfragment.spr	333	1	1	Sö dông trong viÖc T¸ch C­êng Hãa trang bŞ xanh.	1	1	
M·nh Giµy	4	599	\spr\item\citydefence\bigfragment.spr	333	1	1	Sö dông trong viÖc T¸ch C­êng Hãa trang bŞ xanh.	1	1	
Lªnh Bµi An Bang - CÊp 10	4	600	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	§Õn gÆp An Bang Sø Gi¶ ®Ó ®æi lÊy <color=red>[An Bang B¨ng Tinh Th¹ch H¹ng Liªn - CÊp 10]	0	1	
Lªnh Bµi An Bang - CÊp 10	4	601	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	§Õn gÆp An Bang Sø Gi¶ ®Ó ®æi lÊy <color=red>[An Bang Cóc Hoa Th¹ch ChØ Hoµn - CÊp 10]	0	1	
Lªnh Bµi An Bang - CÊp 10	4	602	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	§Õn gÆp An Bang Sø Gi¶ ®Ó ®æi lÊy <color=red>[An Bang Kª HuyÕt Th¹ch Giíi ChØ - CÊp 10]	0	1	
Lªnh Bµi An Bang - CÊp 10	4	603	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	§Õn gÆp An Bang Sø Gi¶ ®Ó ®æi lÊy <color=red>[An Bang §iÒn Hoµng Th¹ch Ngäc Béi - CÊp 10]	0	1	
Lªnh Bµi §Şnh Quèc - CÊp 10	4	604	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	§Õn gÆp §Şnh Quèc Sø Gi¶ ®Ó ®æi lÊy <color=red>[§Şnh Quèc ¤ Sa Ph¸t Qu¸n - CÊp 10]	0	1	
Lªnh Bµi §Şnh Quèc - CÊp 10	4	605	\spr\item\questkey\obj_item_herokey1.spr	41	1	1	§Õn gÆp §Şnh Quèc Sø Gi¶ ®Ó ®æi lÊy <color=red>[§Şnh Quèc Thanh Sa Tr­êng Sam - CÊp 10]	0	1	
