SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LevelUpScript	SkillDesc	IsMagic	Series	IsSkillPhysical	IsSkillMagic	TimePerCastHorse		SkillMiniIcon
B¸t Phong Tr¶m	Íâ¹¦Ïµ¹¥»÷	37	102	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_31.spr		\sound\skill\sound_k004.wav	0	0	0	0	1	90	5	1	8	1	12	222	0	1	0	9	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	20	1	0	80	0	0		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	pofeng_zhan	seriesdame	pofeng_zhan	missle_speed_v	pofeng_zhan	skill_attackradius	pofeng_zhan	skill_cost_v	pofeng_zhan	missle_lifetime_v	pofeng_zhan	addskilldame1	pofeng_zhan	addskilldame2	pofeng_zhan		pofeng_zhan		pofeng_zhan		"§ao ph¸p trung cÊp, g©y chót Ýt s¸t th­¬ng cho ®èi ph­¬ng"	0		1	0	0		
Bµn Cæ Cöu Thøc (##) 		38		1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_32.spr		\sound\skill\sound_k004.wav	0	0	0	0	0	90	0	1	5	1	10	223	0	1	0	9	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	20	-2	1	80	0	0		0					1	0	\script\skill\tianwang.lua	stun_p		skill_cost_v																			?¡§?????????????????¡ì?????¡§???????????	0		0	0	0		
Triªm Y ThËp B¸t §iÖt (##) 		39		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_33.spr		\sound\skill\sound_k004.wav		48	0	2	0	400	0	0	0	1	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\tianwang.lua	meleedamagereturn_p		skill_cost_v																			?¡§??????????¡è?¡ì???¡è?????????????????¡§??¡§????????????	0		0	0	0		
§o¹n Hån ThÝch	Ö÷¶¯¹¥»÷¸¨Öú	40	1	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_41.spr		\sound\skill\sound_k005.wav	0	0	0	2	1	512	5	1	20	1	11	307	0	1	0	0	0	1	5	0	2	0	27	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	20	-2	0	35	0	32		5					0	0	\script\skill\tianwang.lua	physicsenhance_p	duanhun_ci	stun_p	duanhun_ci	deadlystrike_p	duanhun_ci	missle_speed_v	duanhun_ci	skill_attackradius	duanhun_ci	skill_cost_v	duanhun_ci	skill_param1_v	duanhun_ci	skill_param2_v	duanhun_ci	skilladdmissles	duanhun_ci		duanhun_ci		"Thiªn v­¬ng trung cÊp chiªu thøc, chiÕn ®Êu c­c kú hiÖu qu¶"	0		0	0	36		
HuyÕt ChiÕn B¸t Ph­¬ng	Íâ¹¦Ïµ¹¥»÷	41	1	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_64.spr		\sound\skill\sound_k005.wav	0	0	0	0	1	90	5	1	4	1	12	225	0	4	0	9	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	3	1	60	0	9		0					0	0	\script\skill\tianwang.lua	physicsenhance_p	xuezhan_bafang	attackrating_p	xuezhan_bafang	addskilldame1	xuezhan_bafang	addskilldame2	xuezhan_bafang	missle_speed_v	xuezhan_bafang	skill_attackradius	xuezhan_bafang	skill_cost_v	xuezhan_bafang	missle_lifetime_v	xuezhan_bafang	seriesdame	xuezhan_bafang		xuezhan_bafang		"Th­¬ng ph¸p cao cÊp, mçi lÇn xuÊt hiÖn 4 chiªu liªn tôc"	0		1	0	0		
Kim Chung Tr¸o	Ö÷¶¯·ÀÓù¸¨Öú	42	11	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_43.spr		\sound\skill\sound_k005.wav		49	0	2	0	400	0	0	0	1	7	0	-1	0	0	11	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	\script\skill\tianwang.lua	physicsres_p	jinzhong_zhao	coldres_p	jinzhong_zhao	fireres_p	jinzhong_zhao	skill_cost_v	jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		"T©m ph¸p cao cÊp, nhanh chãng t¨ng c­êng kh¶ n¨ng phßng thñ"	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\½ðÖÓÕÖ.spr
§­êng M«n ¸m KhÝ	±»¶¯¹¥»÷¸¨Öú	43	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_aq.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tangmen.lua	addphysicsdamage_p	tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		T¨ng kh¶ n¨ng sö dông ¸m khÝ	0		0	0	0		
§­êng M«n §ao ph¸p	±»¶¯¹¥»÷¸¨Öú	44	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\µ¶·¨.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tangmen.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																	?¡§??????????¡§¡è?????????????	0		0	0	0		
TÝch LÞch §¬n	ÄÚ¹¦Ïµ¹¥»÷	45	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	0	0	3	1	35	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	pili_dan	poisondamage_v	pili_dan	seriesdame	pili_dan	skill_cost_v	pili_dan	addskilldame1	pili_dan	addskilldame2	pili_dan	addskilldame3	pili_dan	addskilldame4	pili_dan	addskilldame5	pili_dan	addskilldame6	pili_dan		"Vâ c«ng nhËp m«n, s¸t th­¬ng cïng lóc nhiÒu ®èi thñ"	1		1	0	2		
§ao NhËn c¬ quan (##) 		46		4	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_02.spr				0	0	2	0	180	0	0	0	3	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tangmen.lua	physicsdamage_v		summonnpctime_v		skill_cost_v																	???????????¡§????????????????????????¡§??????¡§???????	0		0	0	0		
§o¹t Hån Tiªu	Íâ¹¦Ïµ¹¥»÷	47	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	450	0	0	0	3	1	116	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	20	100	1	80	0	0		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	duohun_biao	poisondamage_v	duohun_biao	skill_eventskilllevel	duohun_biao	poisondamage_v	duohun_biao	missle_speed_v	duohun_biao	skill_attackradius	duohun_biao	skill_cost_v	duohun_biao	seriesdame	duohun_biao	addskilldame1	duohun_biao		duohun_biao		"Trung cÊp chiªu thøc, c©n trang bÞ ¸m khi PhÝ tiªu"	0		1	0	2		
T©m Nh·n	±»¶¯¹¥»÷¸¨Öú	48	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_13.spr				0	0	3	0	0	0	0	0	4	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	\script\skill\tangmen.lua	attackspeed_v	xinyan	addphysicsdamage_p	xinyan	deadlystrikeenhance_p	xinyan	addcolddamage_v	xinyan	addpoisondamage_v	xinyan	poisonenhance_p	xinyan		xinyan		xinyan		xinyan		xinyan		"TrÊn ph¸I t©m ph¸p, t¨ng kh¶ n¨ng sö dông ¸m khÝ chÝnh x¸c"	0		0	0	0		
§Þa DiÖm c¬ quan (##) 		49		4	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_12.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			0	0	2	0	180	0	0	0	3	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\tangmen.lua	allres_p																					????????????¡§????????????????????¡§¡ã??????	0		0	0	0		
Truy T©m TiÔn	Íâ¹¦Ïµ¹¥»÷	50	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_22.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	360	0	2	5	3	1	37	0	3	1	10	1	0	5	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	20	101	1	0	0	0		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	zhuixin_jian	missle_speed_v	zhuixin_jian	skill_attackradius	zhuixin_jian	skill_cost_v	zhuixin_jian	poisondamage_v	zhuixin_jian	seriesdame	zhuixin_jian	addskilldame1	zhuixin_jian		zhuixin_jian		zhuixin_jian	skill_eventskilllevel	zhuixin_jian		"Trung cÊp chiªu thøc, cÇn trang bÞ phi ®ao"	0		1	0	2		
Thanh Méc (##) 		51		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_21.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\tangmen.lua	lightingres_p																					?????????????????????????????	0		0	0	0		
¢m L«i C¬ quan (##) 		52		4	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_23.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			0	0	2	0	180	0	0	0	3	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\tangmen.lua	allres_p																					?????????¡§???????????????????????????	0		0	0	0		
C«ng KÝch VËt Lý	Íâ¹¦Ïµ¹¥»÷	53	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_ap.spr		0	0	0	0	0	0	90	0	0	0	0	2	63	1	1	1	9	1	1	5	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	\script\skill\tangmen.lua	physicsenhance_p		attackrating_p		skill_cost_v																	C«ng kÝch vËt lý	0		1	0	0		
M¹n Thiªn Hoa Vò	Íâ¹¦Ïµ¹¥»÷	54	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_32.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	0	0	0	0	2	0	400	0	0	0	3	6	38	1	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	102	1	0	0	0		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	mantian_huayu		mantian_huayu		mantian_huayu	skill_attackradius	mantian_huayu	skill_cost_v	mantian_huayu	poisondamage_v	mantian_huayu	seriesdame	mantian_huayu	skill_eventskilllevel	mantian_huayu	addskilldame1	mantian_huayu		mantian_huayu		"Chiªu thøc cao cÊp, dïng ¸m khÝ tÊn c«ng ®èi ph­¬ng trªn diÖn réng"	0		1	0	2		
Th«i §éc ThuËt	Ö÷¶¯¹¥»÷¸¨Öú	55	12	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_31.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			35	0	2	0	400	0	0	0	3	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\tangmen.lua	addpoisondamage_v		skill_cost_v																			"§­êng m«n tuyÖt kü, t¨ng hiÖu qu¶ ®éc s¸t"	0		0	0	0		
Hµn S­¬ng C¬ quan (##) 		56		4	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_33.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			0	0	2	0	180	0	0	0	3	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\tangmen.lua	allres_p																					?????????¡§???????????????????¡§?????????	0		0	0	0		
B¨ng Ph¸ch Hµn Quang	Ö÷¶¯¹¥»÷¸¨Öú	57	12	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_42.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			36	0	2	0	180	0	0	0	3	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\tangmen.lua	addcolddamage_v		skill_cost_v																			"§éc m«n kü thuËt, dïng ¸m khÝ t¨ng b¨ng s¸t"	0		0	0	0		
Thiªn La §Þa Vâng	Íâ¹¦Ïµ¹¥»÷	58	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_43.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	520	0	0	0	3	5	36	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	1	227	0	0	60	20	102	0	0	0	0		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	tianluo_diwang		tianluo_diwang	skill_eventskilllevel	tianluo_diwang	missle_speed_v	tianluo_diwang	skill_attackradius	tianluo_diwang	skill_cost_v	tianluo_diwang	poisondamage_v	tianluo_diwang	seriesdame	tianluo_diwang	addskilldame1	tianluo_diwang		tianluo_diwang		"§éc m«n ¸m khÝ, tÊn c«ng ®èi ph­¬ng rªn diÖn réng"	0		1	0	2		
Cöu Cung §Þa S¸t (##) 		59		4	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_41.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			0	0	2	0	180	0	0	0	3	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\tangmen.lua																						????????????¡§??????????????????????¡§¡ã??????????	0		0	0	0		
Ngò §éc §ao Ph¸p	±»¶¯¹¥»÷¸¨Öú	60	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_df.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					1	0	\script\skill\wudu.lua	addphysicsdamage_p	wudu_daofa	deadlystrikeenhance_p	wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		T¨ng hiÖu qu¶ sö dông ®ao	0		0	0	0		
Ngò §éc Bæng ph¸p (##) 	±»¶¯¹¥»÷¸¨Öú	61	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																		0		0	0	0		
Ngò §éc Ch­ëng Ph¸p	±»¶¯¹¥»÷¸¨Öú	62	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_zf.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	woodskill_v	wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		"Ch­ëng ph¸p nhËp m«n, t¨ng hiÖu qu¶ sö dông ®éc"	0		0	0	0		
§éc Sa Ch­ëng	ÄÚ¹¦Ïµ¹¥»÷	63	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	280	0	0	0	3	1	30	1	1	1	11	1	0	5	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	poisondamage_v	dusha_zhang		dusha_zhang	missle_speed_v	dusha_zhang	skill_eventskilllevel	dusha_zhang	skill_cost_v	dusha_zhang	seriesdame	dusha_zhang	addskilldame2	dusha_zhang	addskilldame1	dusha_zhang	addskilldame2	dusha_zhang		dusha_zhang		"Ngò §éc vâ c«ng nhËp m«n, s¸t th­¬ng ®èi ph­¬ng ®¬n lÏe4"	1		0	1	2		
B¨ng Lam HuyÒn Tinh	Ö÷¶¯¹¥»÷¸¨Öú	64	12	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_02.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			8	0	2	0	400	0	0	0	3	6	77	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	coldres_p	binglan_xuanjing	skill_cost_v	binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		"MËt m«n ®éc d­îc, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng b¨ng"	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\±ùÀ¶Ðþ¾§.spr
HuyÕt §ao §éc S¸t	Íâ¹¦Ïµ¹¥»÷	65	2	0	\spr\Ui\skill\Ñªµ¶¶¾É±.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	400	0	0	0	3	1	31	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					0	0	\script\skill\wudu.lua	physicsenhance_p	xuedao_dusha	poisondamage_v	xuedao_dusha		xuedao_dusha	missle_speed_v	xuedao_dusha	skill_attackradius	xuedao_dusha	skill_cost_v	xuedao_dusha	seriesdame	xuedao_dusha	skill_eventskilllevel	xuedao_dusha	addskilldame1	xuedao_dusha	addskilldame2	xuedao_dusha		"Ngò §éc t4rung cÊp chiªu thøc, dïng ®éc tÊn c«ng ®èi ph­¬ng ®¬n lÎ"	0		1	0	2		
TËp Nan D­îc Kinh	±»¶¯·ÀÓù¸¨Öú	66	21	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_12.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	poisonres_p	zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		"Dïng ®éc t©m ph¸p, t¨ng hiÖu qu¶ kh¸ng ®éc"	0		0	0	0		
C÷u Thiªn Cuång L«i	Ö÷¶¯¹¥»÷¸¨Öú	67	12	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_13.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			9	0	2	0	400	0	0	0	3	6	77	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	lightingres_p	jiutian_kuanglei	skill_cost_v	jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		"Tµ m«n chó thuËt, khiÕn ®èi ph­¬ng trªn diÖn réng gi¶m kh¶ n¨ng phßng l«iphong Loi."	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\¾ÅÌì¿ñÀ×.spr
U Minh Kh« L©u	ÄÚ¹¦Ïµ¹¥»÷	68	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_21.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	400	0	0	0	3	1	32	0	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0					0	0	\script\skill\wudu.lua	poisondamage_v	youming_kulou		youming_kulou	missle_speed_v	youming_kulou	skill_attackradius	youming_kulou	skill_cost_v	youming_kulou	seriesdame	youming_kulou	skill_eventskilllevel	youming_kulou	addskilldame1	youming_kulou		youming_kulou		youming_kulou		"Trung cÊp chiªu thøc, Ho¶ s¸t cùc cao"	1		0	1	2		
S©u V« H×nh	¹â»·ÊôÐÔ»Ø¸´	69	400	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_22.spr				6	1	2	0	500	0	0	0	3	1	203	1	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	poisondamage_v	wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		"§éc m«n t©m ph¸p, s¸t th­¬ng cïng lóc nhiÒu ®èi ph­¬ng"	1		0	1	0		\spr\Ui\×´Ì¬Í¼±ê\ÎÞÐÎ¹Æ.spr
XÝch DiÖm Thùc Thiªn	Ö÷¶¯¹¥»÷¸¨Öú	70	12	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_23.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			10	0	2	0	400	0	0	0	3	6	77	0	1	1	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	fireres_p	chiyan_shitian	skill_cost_v	chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		"MËt m«n ®éc d­îc, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng háa"	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\³àÑ×Ê´Ìì.spr
Thiªn C­¬ng §Þa S¸t	ÄÚ¹¦Ïµ¹¥»÷	71	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_31.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\?¨¬?????¡¤??f.wav	0	0	0	0	360	0	0	0	3	6	33	0	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	1	70	0	0		0					0	0	\script\skill\wudu.lua	poisondamage_v	tiangang_disha		tiangang_disha	skill_eventskilllevel	tiangang_disha	skill_cost_v	tiangang_disha	seriesdame	tiangang_disha	addskilldame1	tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		"Ngò ®éc chiªu thøc cao cÊp, s¸t th­¬ng §éc trªn diÖn réng"	1		0	1	0		
Xuyªn T©m §éc ThÝch	Ö÷¶¯Õ½¶·¸¨Öú	72	32	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_32.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			7	0	2	0	500	0	0	0	3	6	77	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	poisonres_p	chuanxin_duci	skill_cost_v	chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		"MËt m«n ®éc d­îc, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng ®éc"	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\´©ÐÄ¶¾´Ì.spr
